Date,Open,High,Low,Close,Volume,Value,Change,Ticker
2021-09-24,77600,77700,77100,77300,12247274,947458981757,-0.13,005930
2021-09-27,77300,77700,77000,77700,11699798,906520162508,0.52,005930
2021-09-28,77700,77800,76200,76300,15406382,1182788461030,-1.8,005930
2021-09-29,74800,75300,73800,74100,23992458,1783148126490,-2.88,005930
2021-09-30,74300,74800,73700,74100,19919361,1478002111149,0.0,005930
2021-10-01,73900,74000,72900,73200,15803395,1157440977580,-1.21,005930
2021-10-05,73000,73000,71400,72200,24013921,1729663019790,-1.37,005930
2021-10-06,72600,72800,71200,71300,18956962,1361134080400,-1.25,005930
2021-10-07,71600,72100,71300,71600,13683532,981528388448,0.42,005930
2021-10-08,72300,72400,71500,71500,14043287,1009009438500,-0.14,005930
2021-10-12,70700,70900,68700,69000,31001484,2151234190950,-3.5,005930
2021-10-13,68700,69600,68300,68800,24172015,1670335641584,-0.29,005930
2021-10-14,69000,69800,68800,69400,19520641,1352533826700,0.87,005930
2021-10-15,70200,71000,70000,70100,18051612,1270264426455,1.01,005930
2021-10-18,70200,70300,69200,70200,13486391,942009349900,0.14,005930
2021-10-19,70800,71000,70400,70600,9507991,671983122600,0.57,005930
2021-10-20,70700,71000,70200,70300,10151638,715666115800,-0.42,005930
2021-10-21,70300,70600,70000,70200,10891094,766060174200,-0.14,005930
2021-10-22,70000,70700,70000,70400,8395448,590534144700,0.28,005930
2021-10-25,69900,70600,69500,70200,10029621,702792157900,-0.28,005930
2021-10-26,70600,71500,70400,71100,10528252,746412840225,1.28,005930
2021-10-27,71000,71000,70000,70100,10295316,723286321636,-1.41,005930
2021-10-28,69500,72200,69500,70700,20644902,1459533451800,0.86,005930
2021-10-29,71200,71600,69700,69800,17016151,1196597498200,-1.27,005930
2021-11-01,70200,70600,69900,69900,11503729,807716414830,0.14,005930
2021-11-02,70800,72200,70700,71500,16812570,1204672538100,2.29,005930
2021-11-03,71700,71700,70100,70400,12770428,901884731944,-1.54,005930
2021-11-04,71200,71600,70500,70600,11818987,839689026002,0.28,005930
2021-11-05,71600,71600,70200,70200,12667743,893824641500,-0.57,005930
2021-11-08,70400,70600,69800,70600,11121981,780514063641,0.57,005930
2021-11-09,70300,71000,70100,70500,11159589,785532089300,-0.14,005930
2021-11-10,70300,70900,70200,70200,9422009,663952838500,-0.43,005930
2021-11-11,69900,70000,69600,69900,11489122,802183238200,-0.43,005930
2021-11-12,70200,70900,69900,70600,10087450,711487813500,1.0,005930
2021-11-15,71700,71900,70900,71400,12420710,888880719596,1.13,005930
2021-11-16,71500,72000,71300,71300,10919239,782118934000,-0.14,005930
2021-11-17,71300,71600,70600,70700,11027606,782835405900,-0.84,005930
2021-11-18,70700,71000,70200,70200,10144957,715155784712,-0.71,005930
2021-11-19,70400,71400,70100,71200,11954728,844715736500,1.42,005930
2021-11-22,73300,75200,73000,74900,27506623,2047227974600,5.2,005930
2021-11-23,76000,76000,74500,75300,22029195,1656722300700,0.53,005930
2021-11-24,76000,76200,74100,74800,15652305,1174195612600,-0.66,005930
2021-11-25,75100,75100,73600,73700,12559258,929571252060,-1.47,005930
2021-11-26,73500,74100,72000,72300,13002242,944377957159,-1.9,005930
2021-11-29,71700,73000,71400,72300,16682559,1206605509200,0.0,005930
2021-11-30,73200,73900,70500,71300,30364841,2183677859000,-1.38,005930
2021-12-01,72000,74800,71600,74400,21954856,1610884710200,4.35,005930
2021-12-02,73900,75800,73800,75800,23652940,1778784775812,1.88,005930
2021-12-03,75600,76000,74100,75600,18330240,1375860953642,-0.26,005930
2021-12-06,75100,76700,74900,76300,16391250,1245309081800,0.93,005930
2021-12-07,76100,77700,75600,77400,19232453,1477888023100,1.44,005930
2021-12-08,78300,78600,77100,77400,21558340,1662978972800,0.0,005930
2021-12-09,77400,78200,77000,78200,21604528,1681184112100,1.03,005930
2021-12-10,77400,77600,76800,76900,9155219,705966272740,-1.66,005930
2021-12-13,77200,78300,76500,76800,15038750,1163285000550,-0.13,005930
2021-12-14,76500,77200,76200,77000,10976660,841446671988,0.26,005930
2021-12-15,76400,77600,76300,77600,9584939,738591816100,0.78,005930
2021-12-16,78500,78500,77400,77800,11996128,934244160164,0.26,005930
2021-12-17,76800,78000,76800,78000,13108479,1016846497195,0.26,005930
2021-12-20,77600,77800,76800,77100,11264375,869972000855,-1.15,005930
2021-12-21,77900,78300,77500,78100,14245298,1110658660990,1.3,005930
2021-12-22,78900,79400,78800,79400,17105892,1354311131000,1.66,005930
2021-12-23,79800,80000,79300,79900,13577498,1083055928000,0.63,005930
2021-12-24,80200,80800,80200,80500,12086380,973661791400,0.75,005930
2021-12-27,80600,80600,79800,80200,10783368,864327041000,-0.37,005930
2021-12-28,80200,80400,79700,80300,18226325,1458198874200,0.12,005930
2021-12-29,80200,80200,78500,78800,19794795,1569040228400,-1.87,005930
2021-12-30,78900,79500,78100,78300,14236700,1120743115800,-0.63,005930
2022-01-03,79400,79800,78200,78600,13502112,1066006837750,0.38,005930
2022-01-04,78800,79200,78300,78700,12427416,977990613000,0.13,005930
2022-01-05,78800,79000,76400,77400,25470640,1967841509800,-1.65,005930
2022-01-06,76700,77600,76600,76900,12931954,996378432570,-0.65,005930
2022-01-07,78100,78400,77400,78300,15163757,1184236552700,1.82,005930
2022-01-10,78100,78100,77100,78000,9947422,772740467800,-0.38,005930
2022-01-11,78400,79000,78000,78900,13221123,1038834579600,1.15,005930
2022-01-12,79500,79600,78600,78900,11000502,868910854000,0.0,005930
2022-01-13,79300,79300,77900,77900,13889401,1088598373464,-1.27,005930
2022-01-14,77700,78100,77100,77300,10096725,781574668408,-0.77,005930
2022-01-17,77600,77800,76900,77500,8785122,678903113900,0.26,005930
2022-01-18,77600,77800,76600,77000,9592788,740278857400,-0.65,005930
2022-01-19,76500,76900,76100,76300,10598290,810150634900,-0.91,005930
2022-01-20,76200,76700,75900,76500,9708168,741154141302,0.26,005930
2022-01-21,75800,75800,74700,75600,15774888,1186292783000,-1.18,005930
2022-01-24,75400,75800,74700,75100,13691134,1028859496700,-0.66,005930
2022-01-25,74800,75000,73200,74000,17766704,1313117613328,-1.46,005930
2022-01-26,73900,74400,73100,73300,12976730,955547183400,-0.95,005930
2022-01-27,73800,74000,71300,71300,22274777,1603685111200,-2.73,005930
2022-01-28,71300,73700,71200,73300,21367447,1552585967650,2.81,005930
2022-02-03,74900,74900,73300,73300,17744721,1314506070081,0.0,005930
2022-02-04,74300,74600,73400,74000,12730034,941413120563,0.95,005930
2022-02-07,73500,73600,72400,73000,14240838,1037300433232,-1.35,005930
2022-02-08,73800,74200,73000,73500,11736666,863666435400,0.68,005930
2022-02-09,74300,74700,74000,74700,9699122,722221184750,1.63,005930
2022-02-10,75600,75800,74700,75400,17746033,1337516647000,0.94,005930
2022-02-11,75000,75500,74600,74900,12205407,915455022610,-0.66,005930
2022-02-14,74400,74500,73100,73700,13993255,1030683563200,-1.6,005930
2022-02-15,74100,74200,73100,73700,9320365,686706909200,0.0,005930
2022-02-16,74600,74900,74200,74800,10767386,802448854700,1.49,005930
2022-02-17,75000,75600,74500,75000,13605382,1021980123500,0.27,005930
2022-02-18,74600,74800,73700,74300,10122226,751583038400,-0.93,005930
2022-02-21,73200,74300,72600,74200,10489717,769773939300,-0.13,005930
2022-02-22,73000,73400,72800,73400,11692469,854469006291,-1.08,005930
2022-02-23,73800,73800,72800,73000,10397964,759964784500,-0.54,005930
2022-02-24,72300,72300,71300,71500,15759283,1130166428800,-2.05,005930
2022-02-25,72100,72600,71900,71900,13168484,950762004400,0.56,005930
2022-02-28,71100,72100,71000,72100,17781783,1272250751300,0.28,005930
2022-03-02,72300,72400,71500,71700,12481430,897368743880,-0.55,005930
2022-03-03,72300,73100,72200,72900,13232638,962676478940,1.67,005930
2022-03-04,72700,72700,71200,71500,13409634,960572417800,-1.92,005930
2022-03-07,70000,70600,69900,70100,18617138,1305288850400,-1.96,005930
2022-03-08,68800,70000,68700,69500,15828269,1100279437100,-0.86,005930
2022-03-10,70800,71200,70500,71200,21159248,1500935516076,2.45,005930
2022-03-11,70500,70700,69700,70000,15787655,1105586321900,-1.69,005930
2022-03-14,70000,70200,69600,70200,9040993,632752468500,0.29,005930
2022-03-15,69800,70100,69500,69500,10258562,715550312992,-1.0,005930
2022-03-16,70200,70500,69700,70400,10175750,713364992981,1.29,005930
2022-03-17,71200,71800,70900,71200,17646315,1258698481050,1.14,005930
2022-03-18,70600,70900,70200,70700,14410038,1017183110700,-0.7,005930
2022-03-21,70900,71000,69900,69900,11169002,784175429300,-1.13,005930
2022-03-22,69900,70500,69900,70300,9402666,660385691100,0.57,005930
2022-03-23,70600,71200,70300,70500,12398025,875833161100,0.28,005930
2022-03-24,69600,70300,69600,69800,37943357,2628885553700,-0.99,005930
2022-03-25,70100,70200,69600,69800,12986010,906006321000,0.0,005930
2022-03-28,69500,69900,69200,69700,12619289,878172199900,-0.14,005930
2022-03-29,70000,70300,69800,70200,13686208,958589509700,0.72,005930
2022-03-30,70300,70500,69800,69900,12670187,887514318650,-0.43,005930
2022-03-31,69900,70200,69600,69600,12510366,873212583300,-0.43,005930
2022-04-01,69500,69500,69000,69100,15916846,1100422376400,-0.72,005930
2022-04-04,68900,69300,68600,69300,11107905,766930294459,0.29,005930
2022-04-05,69400,69600,69100,69200,8467248,586498194900,-0.14,005930
2022-04-06,68600,68800,68500,68500,15517308,1064606110092,-1.01,005930
2022-04-07,68500,68500,68000,68000,20683327,1409872624700,-0.73,005930
2022-04-08,68100,68300,67700,67800,15453191,1050375034852,-0.29,005930
2022-04-11,67800,68100,67400,67900,12263735,831094572700,0.15,005930
2022-04-12,67600,67700,67000,67000,13924389,936611863500,-1.33,005930
2022-04-13,67300,69000,67200,68700,17378619,1183210424500,2.54,005930
2022-04-14,68700,68700,67500,67500,16409494,1112667612000,-1.75,005930
2022-04-15,67200,67300,66500,66600,13176415,878858388800,-1.33,005930
2022-04-18,66500,67100,66100,66700,10119203,675310095100,0.15,005930
2022-04-19,67100,68000,67000,67300,12959434,876087930051,0.9,005930
2022-04-20,67000,67400,66500,67400,16693293,1116160503800,0.15,005930
2022-04-21,67600,68300,67500,67700,12847448,872983300180,0.45,005930
2022-04-22,67200,67300,66700,67000,11791478,789392306300,-1.03,005930
2022-04-25,66500,66700,66300,66300,11016474,731676244400,-1.04,005930
2022-04-26,66400,66700,66100,66100,12946923,858461258448,-0.3,005930
2022-04-27,65400,65500,64900,65000,18122084,1179918512650,-1.66,005930
2022-04-28,65400,65500,64500,64800,16895527,1094277578880,-0.31,005930
2022-04-29,65100,67600,65000,67400,26190390,1747030218800,4.01,005930
2022-05-02,66600,67600,66500,67300,14106184,946016270200,-0.15,005930
2022-05-03,67400,68400,67300,67500,14168875,962643054300,0.3,005930
2022-05-04,68000,68400,67500,67900,11505248,781073326235,0.59,005930
2022-05-06,67000,67100,66500,66500,14356156,957335193600,-2.06,005930
2022-05-09,66300,66900,66100,66100,11858736,787562955000,-0.6,005930
2022-05-10,65900,66300,65300,65700,17235605,1132067708900,-0.61,005930
2022-05-11,65500,66300,65200,65700,12330920,812298026600,0.0,005930
2022-05-12,65200,65500,64900,64900,16414188,1069685385550,-1.22,005930
2022-05-13,65300,66700,65200,66500,14551536,962476162900,2.47,005930
2022-05-16,67100,67400,66100,66300,11937555,796060691900,-0.3,005930
2022-05-17,66600,67900,66600,67600,15680447,1058322764800,1.96,005930
2022-05-18,68300,68700,67600,68100,16486319,1122585202585,0.74,005930
2022-05-19,66500,67600,66500,67500,17073727,1147743790508,-0.88,005930
2022-05-20,67800,68400,67700,68000,12109671,824048609800,0.74,005930
2022-05-23,68800,68800,67600,67900,13684088,931341158100,-0.15,005930
2022-05-24,67500,67700,66500,66500,15482576,1035492905500,-2.06,005930
2022-05-25,66700,67100,65900,66400,15150490,1007805029400,-0.15,005930
2022-05-26,66300,67200,65500,65900,15970890,1057298883100,-0.75,005930
2022-05-27,66700,66900,66200,66500,11405555,759034579700,0.91,005930
2022-05-30,67500,67800,66900,67700,14255484,960592764000,1.8,005930
2022-05-31,67500,67500,66700,67400,24365002,1637773742750,-0.44,005930
2022-06-02,66600,67000,66400,66700,14959443,996681075588,-1.04,005930
2022-06-03,67200,67300,66800,66800,8222883,550654655700,0.15,005930
2022-06-07,66200,66400,65400,65500,19355755,1273444989300,-1.95,005930
2022-06-08,65400,65700,65300,65300,12483180,817379109300,-0.31,005930
2022-06-09,65100,65200,64500,65200,25790725,1673763680952,-0.15,005930
2022-06-10,64000,64400,63800,63800,22193552,1419245099700,-2.15,005930
2022-06-13,62400,62800,62100,62100,22157816,1380636801900,-2.66,005930
2022-06-14,61200,62200,61100,61900,24606419,1519195265000,-0.32,005930
2022-06-15,61300,61500,60200,60700,26811224,1630190882434,-1.94,005930
2022-06-16,61300,61800,60500,60900,23394895,1431052309321,0.33,005930
2022-06-17,59400,59900,59400,59800,29053450,1732449618748,-1.81,005930
2022-06-20,59800,59900,58100,58700,34111306,1997076972175,-1.84,005930
2022-06-21,58700,59200,58200,58500,25148109,1474998298400,-0.34,005930
2022-06-22,59000,59100,57600,57600,23334687,1360076149300,-1.54,005930
2022-06-23,57700,58000,56800,57400,28338608,1627019443340,-0.35,005930
2022-06-24,57900,59100,57700,58400,23256103,1359292776100,1.74,005930
2022-06-27,59000,59900,58300,58800,18122236,1071186745402,0.68,005930
2022-06-28,59200,59500,58700,59400,13540538,800041009700,1.02,005930
2022-06-29,58500,58800,58000,58000,14677138,855770425874,-2.36,005930
2022-06-30,57200,57600,57000,57000,18915142,1082799462452,-1.72,005930
2022-07-01,56900,57500,55900,56200,24982097,1412473217495,-1.4,005930
2022-07-04,56100,57400,55700,57100,17807126,1012586831300,1.6,005930
2022-07-05,57600,58200,57200,57200,14216539,818079785900,0.18,005930
2022-07-06,57300,57300,56400,56400,16820461,955957046500,-1.4,005930
2022-07-07,56400,58700,56300,58200,21322833,1234677644065,3.19,005930
2022-07-08,58600,59300,58200,58700,15339271,902198939736,0.86,005930
2022-07-11,59300,59600,58700,58800,13042624,771042671500,0.17,005930
2022-07-12,58600,58700,58100,58100,9336061,544403361000,-1.19,005930
2022-07-13,58300,58600,58000,58000,10841315,631711977700,-0.17,005930
2022-07-14,57500,58200,57400,57500,15067012,869131233435,-0.86,005930
2022-07-15,58400,60000,58100,60000,18685583,1104045143300,4.35,005930
2022-07-18,60600,62000,60500,61900,20832517,1277727157981,3.17,005930
2022-07-19,61400,61500,60200,60900,15248261,925919721166,-1.62,005930
2022-07-20,61800,62100,60500,60500,16782238,1025939109200,-0.66,005930
2022-07-21,61100,61900,60700,61800,12291374,754854999650,2.15,005930
2022-07-22,61800,62200,61200,61300,10261310,631872940300,-0.81,005930
2022-07-25,60900,61900,60800,61100,9193681,565540190900,-0.33,005930
2022-07-26,60800,61900,60800,61700,6597211,405310045900,0.98,005930
2022-07-27,61300,61900,61200,61800,7320997,449989960800,0.16,005930
2022-07-28,62300,62600,61600,61900,10745302,667085256100,0.16,005930
2022-07-29,62400,62600,61300,61400,15093120,932917972000,-0.81,005930
2022-08-01,61000,61700,60300,61300,13154816,803034710500,-0.16,005930
2022-08-02,61200,61900,61000,61700,13614895,837567187000,0.65,005930
2022-08-03,61600,61600,61000,61300,10053861,615480978400,-0.65,005930
2022-08-04,61700,61800,61200,61500,9125439,561835808800,0.33,005930
2022-08-05,61700,61900,61200,61500,9567620,588582544800,0.0,005930
2022-08-08,61400,61400,60600,60800,11313150,689020306900,-1.14,005930
2022-08-09,60600,60700,59600,60000,18251170,1094260322600,-1.32,005930
2022-08-10,58900,59200,58600,59100,18084349,1065592854894,-1.5,005930
2022-08-11,59600,60000,59300,59900,15141941,903738904000,1.35,005930
2022-08-12,59500,60700,59400,60200,10786658,648793200100,0.5,005930
2022-08-16,60500,61600,60300,61000,15036727,917516142200,1.33,005930
2022-08-17,61100,61200,60300,60400,9061518,550059085700,-0.98,005930
2022-08-18,60300,61900,60000,61500,16372754,997986949000,1.82,005930
2022-08-19,61400,61600,60600,60900,6923679,421908759900,-0.98,005930
2022-08-22,60300,60400,59800,60000,8259865,495732266100,-1.48,005930
2022-08-23,59000,59600,59000,59100,9041629,535657353300,-1.5,005930
2022-08-24,59200,59500,59000,59000,8888486,525406965200,-0.17,005930
2022-08-25,59200,59700,59000,59700,5767902,342780937200,1.19,005930
2022-08-26,60300,60900,59900,60000,9499995,573040309950,0.5,005930
2022-08-29,58700,58900,58600,58600,9841329,577684200900,-2.33,005930
2022-08-30,58700,59000,58300,58800,9690044,567627668500,0.34,005930
2022-08-31,58200,59900,58200,59700,14203512,841319635900,1.53,005930
2022-09-01,58700,58900,58300,58400,14905777,872374620601,-2.18,005930
2022-09-02,58300,58600,57500,57500,15040310,872040367551,-1.54,005930
2022-09-05,57400,57800,56800,57100,11425977,653884056584,-0.7,005930
2022-09-06,57200,57600,56900,57100,7503086,429152038700,0.0,005930
2022-09-07,56700,56700,55900,56000,17384854,975695179700,-1.93,005930
2022-09-08,56200,56400,55600,55600,18000016,1006366398000,-0.71,005930
2022-09-13,57000,58500,56800,58100,17166581,991015891355,4.5,005930
2022-09-14,56200,57200,56100,56800,12524961,709906007000,-2.24,005930
2022-09-15,57000,57100,56000,56000,11664819,657641711500,-1.41,005930
2022-09-16,55600,56400,55500,56200,13456503,752455682838,0.36,005930
2022-09-19,56300,57000,56000,56400,12278653,693636680000,0.36,005930
2022-09-20,56400,57000,55800,55800,14041465,788331519815,-1.06,005930
2022-09-21,55400,55500,55000,55300,11863700,655017421100,-0.9,005930
2022-09-22,54600,54700,54300,54400,12786510,696058101600,-1.63,005930
2022-09-23,54400,54900,54200,54500,10555964,575503622100,0.18,005930
2022-09-26,53700,54200,53600,53900,15008449,807353273300,-1.1,005930
2022-09-27,53800,54200,53500,54200,16631289,897144417709,0.56,005930
2022-09-28,53900,54400,52500,52900,19991129,1064665579214,-2.4,005930
2022-09-29,53300,53700,52600,52600,13882080,737730681500,-0.57,005930
2022-09-30,52300,53600,51800,53100,22503249,1187343660500,0.95,005930
2022-10-04,55300,55400,54500,55200,19148435,1056852669700,3.95,005930
2022-10-05,56900,57200,55400,56000,22458970,1261934048318,1.45,005930
2022-10-06,56700,57300,56300,56300,14944446,848081763100,0.54,005930
2022-10-07,55900,56900,55200,56200,16886813,949027146468,-0.18,005930
2022-10-11,54400,55700,54000,55400,21437877,1172168853325,-1.42,005930
2022-10-12,55700,57000,55200,55800,18408910,1032656163200,0.72,005930
2022-10-13,55400,56100,55200,55200,13784602,765435187900,-1.08,005930
2022-10-14,56200,56500,55800,56300,12924326,726962989400,1.99,005930
2022-10-17,55800,57000,55700,56600,13641878,769638197200,0.53,005930
2022-10-18,56700,57100,55800,56500,14820702,835744764000,-0.18,005930
2022-10-19,56700,56900,55700,55800,12660652,710947532900,-1.24,005930
2022-10-20,55200,56000,55100,55500,17107653,949265250905,-0.54,005930
2022-10-21,55100,56300,55100,55900,11456060,640343092816,0.72,005930
2022-10-24,57000,57500,56700,57500,16944503,968892104300,2.86,005930
2022-10-25,57000,58600,57000,57700,17405678,1009512119302,0.35,005930
2022-10-26,58000,59600,57700,59400,20824967,1227076491560,2.95,005930
2022-10-27,59700,60100,58900,59500,21756712,1296030977930,0.17,005930
2022-10-28,58900,59200,57200,57300,20924937,1213293156195,-3.7,005930
2022-10-31,58100,59900,58000,59400,18999514,1126467842000,3.66,005930
2022-11-01,59900,60300,59500,60000,17201647,1030380927406,1.01,005930
2022-11-02,59700,60000,59300,59600,13202919,787057605000,-0.67,005930
2022-11-03,58600,59800,58100,59200,17492162,1029199659366,-0.67,005930
2022-11-04,59100,59500,58400,59400,12445841,734525784600,0.34,005930
2022-11-07,59700,60300,59400,60200,12437246,747350127100,1.35,005930
2022-11-08,60500,61900,60500,61800,18273898,1123976801804,2.66,005930
2022-11-09,62000,62200,61300,62000,14045592,869644724000,0.32,005930
2022-11-10,61400,61500,60400,60400,21087633,1283005045328,-2.58,005930
2022-11-11,63100,63200,62300,62900,20037163,1257129641861,4.14,005930
2022-11-14,62900,62900,61700,61900,15973416,993352234080,-1.59,005930
2022-11-15,62200,62500,61600,62400,12310986,764117239743,0.81,005930
2022-11-16,62400,62700,61700,62700,12909260,804219667250,0.48,005930
2022-11-17,62000,62000,61300,61400,13298296,819118806800,-2.07,005930
2022-11-18,61800,62400,61400,61800,12236503,757454905470,0.65,005930
2022-11-21,61400,61800,60800,61400,9378097,573783339409,-0.65,005930
2022-11-22,60900,61200,60300,60600,9411289,571460562800,-1.3,005930
2022-11-23,61200,61300,60700,61000,8765050,534580211500,0.66,005930
2022-11-24,61200,61700,60900,61400,8125010,497273294550,0.66,005930
2022-11-25,61400,61700,60800,61000,6677933,407953216200,-0.65,005930
2022-11-28,60500,60500,59800,60100,8589032,515486605100,-1.48,005930
2022-11-29,59900,60600,59800,60600,7014160,422226001673,0.83,005930
2022-11-30,60400,62200,60200,62200,19768903,1218354958444,2.64,005930
2022-12-01,63100,63200,62300,62600,16631445,1044546161950,0.64,005930
2022-12-02,62500,62500,60400,60400,15331184,935960853120,-3.51,005930
2022-12-05,60900,61100,60000,60300,13767787,832613739000,-0.17,005930
2022-12-06,59800,60100,59200,59200,13888300,827339804388,-1.82,005930
2022-12-07,58800,59600,58500,58900,12100662,714083283900,-0.51,005930
2022-12-08,58700,59200,58600,59200,12986815,766212023592,0.51,005930
2022-12-09,59300,60600,59300,60400,10529632,633777717900,2.03,005930
2022-12-12,59900,60000,59400,59500,9036472,538557972800,-1.49,005930
2022-12-13,59600,60300,59400,59700,9040873,539587782200,0.34,005930
2022-12-14,59800,60600,59800,60500,8207485,495209255105,1.34,005930
2022-12-15,59800,60200,59300,59300,8716039,519762171147,-1.98,005930
2022-12-16,58300,59500,58300,59500,13033596,769867746731,0.34,005930
